route,xD,yD,xF,yF,tmja,tmja1,tmja2,tmja3,tmja4,tmja5
A0001,"653006,6","6867037,55","652899,42","6869409,49",174890.0,182791.0,195100.0,195100.0,195100.0,195100.0
A0001,"652899,42","6869409,49","652896,51","6869469,21",134000.0,134000.0,134000.0,134000.0,134000.0,134000.0
A0001,"652896,51","6869469,21","653176,46","6870095,57",134000.0,134000.0,134000.0,134000.0,134000.0,134000.0
A0001,"653176,46","6870095,57","653552,97","6870234,42",134000.0,134000.0,134000.0,134000.0,134000.0,134000.0
A0001,"653552,97","6870234,42","653980,05","6870405,69",134000.0,134000.0,134000.0,134000.0,134000.0,134000.0
A0001,"653980,05","6870405,69","654322,36","6870520,62",134000.0,134000.0,134000.0,134000.0,134000.0,134000.0
A0001,"654322,36","6870520,62","654547,05","6870570,75",134000.0,134000.0,134000.0,134000.0,134000.0,134000.0
A0001,"654547,05","6870570,75","654756,08","6870595,85",134000.0,134000.0,134000.0,134000.0,134000.0,134000.0
A0001,"654756,08","6870595,85","656726,57",6870935,123200.0,123200.0,123200.0,123200.0,123200.0,123200.0
A0001,"656726,57",6870935,"656822,64","6870968,37",169068.0,172939.0,170300.0,170305.0,168572.0,181034.0
A0001,"656822,64","6870968,37","658431,5","6871533,03",169068.0,172939.0,170300.0,170305.0,168572.0,181034.0
A0001,"658431,5","6871533,03","660506,36","6873091,67",177500.0,177500.0,177500.0,177521.0,176810.0,178954.0
A0001,"660506,36","6873091,67","661187,1","6873671,24",122500.0,122500.0,122500.0,122537.0,121321.0,134000.0
A0001,"661187,1","6873671,24","661472,38","6873954,21",122500.0,122500.0,122500.0,122537.0,121321.0,134000.0
A0001,"661472,38","6873954,21","662045,66","6874523,29",92700.0,92700.0,92700.0,92730.0,94600.0,94621.0
A0001,"662045,66","6874523,29","663161,05","6875630,58",,,,,,
A0001,"663161,05","6875630,58","665444,29","6878782,2",90600.0,90600.0,90600.0,90600.0,90572.0,89888.0
A0001,"665444,29","6878782,2","665966,61","6880317,6",,,,,,
A0001,"665966,61","6880317,6","666035,68","6880520,91",98778.0,98345.0,95947.0,97103.0,98941.0,97206.0
A0001,"666035,68","6880520,91","667209,16","6887482,91",98778.0,98345.0,95947.0,97103.0,98941.0,97206.0
A0001,"667209,16","6887482,91","667345,96","6890249,01",85925.0,85464.0,83381.0,84604.0,86020.0,84670.0
A0001,"667345,96","6890249,01","667686,98","6891811,72",85925.0,85464.0,83381.0,84604.0,86020.0,84670.0
A0001,"667686,98","6891811,72","671659,18","6900723,98",83341.0,83161.0,81190.0,82040.0,83811.0,82552.0
A0001,"671659,18","6900723,98","672898,32","6901829,46",59675.0,59892.0,58761.0,58898.0,60713.0,60275.0
A0001,"672898,32","6901829,46","677122,46","6906581,73",65279.0,65297.0,63942.0,64068.0,65953.0,65354.0
A0001,"677122,46","6906581,73","677153,63","6912926,46",65279.0,65297.0,63942.0,64068.0,65953.0,65354.0
A0001,"677153,63","6912926,46","677266,69","6913453,96",65279.0,65297.0,63942.0,64068.0,65953.0,65354.0
A0001,"677266,69","6913453,96","678037,69","6921956,81",58294.0,58274.0,56840.0,56985.0,58073.0,57754.0
A0001,"678037,69","6921956,81","679798,6","6935804,41",54422.0,54464.0,53414.0,53671.0,55053.0,54719.0
A0001,"679798,6","6935804,41","682330,82","6946951,22",54809.0,54772.0,53623.0,53879.0,55230.0,54775.0
A0001,"682330,82","6946951,22","683521,06","6956096,26",54809.0,54772.0,53623.0,53879.0,55230.0,54775.0
A0001,"683521,06","6956096,26","687952,35","6972646,77",52059.0,52135.0,51075.0,51366.0,52706.0,52390.0
A0001,"687952,35","6972646,77","688279,75","6975587,31",63063.0,62518.0,60954.0,61181.0,62659.0,62011.0
A0001,"688279,75","6975587,31","690053,14","6985652,09",63394.0,62693.0,61172.0,61324.0,62672.0,62035.0
A0001,"690053,14","6985652,09","691300,52","6990418,63",64024.0,63264.0,61703.0,61863.0,63286.0,62607.0
A0001,"691300,52","6990418,63","691699,49","6992566,8",41764.0,41524.0,40358.0,40438.0,41637.0,41320.0
A0001,"691699,49","6992566,8","690810,76","7000322,77",41764.0,41524.0,40358.0,40438.0,41637.0,41320.0
A0001,"690810,76","7000322,77","690643,76","7019125,54",43176.0,42927.0,41708.0,41788.0,43032.0,42676.0
A0001,"690643,76","7019125,54","692273,23","7023135,59",44407.0,44105.0,42870.0,42939.0,44097.0,43648.0
A0001,"692273,23","7023135,59","692876,07","7024098,54",45760.0,45248.0,43975.0,43951.0,45417.0,45008.0
A0001,"692876,07","7024098,54","694420,66","7026227,86",45760.0,45248.0,43975.0,43951.0,45417.0,45008.0
A0001,"694420,66","7026227,86","698753,15","7032871,8",69274.0,68688.0,68577.0,68525.0,70878.0,69600.0
A0001,"698753,15","7032871,8","698814,6","7033658,95",,,,,,
A0001,"698814,6","7033658,95","698831,14","7033865,91",,,,,,
A0001,"698831,14","7033865,91","698351,8","7037530,5",,,,,,
A0001,"698351,8","7037530,5","699289,39","7043597,96",0.0,111418.0,101579.0,107812.0,109190.0,109873.0
A0001,"699289,39","7043597,96","703971,8","7049726,25",0.0,0.0,109654.0,99706.0,0.0,0.0
A0001,"703971,8","7049726,25","706525,53","7054172,1",0.0,0.0,147043.0,139636.0,0.0,0.0
A0001,"706525,53","7054172,1","707044,71","7055012,9",0.0,0.0,147043.0,139636.0,0.0,0.0
A0001,"707044,71","7055012,9","707336,8","7055887,5",0.0,0.0,147043.0,139636.0,0.0,0.0
A0001,"707336,8","7055887,5","706946,6","7056584,16",0.0,0.0,180839.0,176079.0,0.0,0.0
A0001,"706946,6","7056584,16","706039,9","7057538,33",0.0,0.0,180839.0,176079.0,0.0,0.0
A0001,"706039,9","7057538,33","705842,13","7058251,7",0.0,0.0,180839.0,176079.0,0.0,0.0
A0001A,"706972,74","7056541,17","707662,24","7055847,86",0.0,0.0,0.0,0.0,0.0,0.0
A0001A,"707662,24","7055847,86","707804,17","7055831,63",0.0,0.0,0.0,0.0,0.0,0.0
A0002,"691468,61","6990871,19","693370,6","6993152,82",22259.0,21738.0,21343.0,21424.0,21646.0,21286.0
A0002,"693370,6","6993152,82","694311,12","6993756,09",22259.0,21738.0,21343.0,21424.0,21646.0,21286.0
A0002,"694311,12","6993756,09","694644,11","6993988,07",22259.0,21738.0,21343.0,21424.0,21646.0,21286.0
A0002,"694644,11","6993988,07","709096,78","7005129,89",22259.0,21738.0,21343.0,21424.0,21646.0,21286.0
A0002,"709096,78","7005129,89","709125,65","7005156,86",28910.0,28194.0,27733.0,27737.0,28166.0,27606.0
A0002,"709125,65","7005156,86","713259,08","7008862,57",28910.0,28194.0,27733.0,27737.0,28166.0,27606.0
A0002,"713259,08","7008862,57","722731,21","7017071,97",29737.0,28983.0,28499.0,28524.0,29068.0,28461.0
A0002,"722731,21","7017071,97","722957,28","7017335,1",,,,,,
A0002,"722957,28","7017335,1","725631,85","7021478,1",45596.0,44871.0,43543.0,43478.0,44697.0,43511.0
A0002,"725631,85","7021478,1","729332,68","7024322,65",30549.0,0.0,29194.0,29331.0,30143.0,29268.0
A0002,"729332,68","7024322,65","734683,7","7027134,79",61351.0,0.0,58589.0,58481.0,60121.0,58524.0
A0002,"734683,7","7027134,79","735229,93","7027021,57",0.0,0.0,0.0,0.0,0.0,0.0
A0002,"735229,93","7027021,57","736082,93","7026803,73",0.0,0.0,0.0,0.0,0.0,0.0
A0002,"736082,93","7026803,73","736589,81","7026721,79",0.0,0.0,0.0,0.0,0.0,0.0
A0002,"736589,81","7026721,79","739551,72","7026628,72",94835.0,0.0,0.0,90321.0,91304.0,88436.0
A0002,"739551,72","7026628,72","747584,18","7038121,26",38988.0,0.0,0.0,37132.0,37536.0,36360.0
A0003,"656905,33","6862885,42","658790,07","6863942,66",160000.0,160048.0,163300.0,163330.0,167852.0,163623.0
A0003,"658790,07","6863942,66","659114,41","6864178,5",164800.0,164783.0,163800.0,163842.0,168704.0,164121.0
A0003,"659114,41","6864178,5","660895,34","6864995,05",164800.0,164783.0,163800.0,163842.0,168704.0,164121.0
A0003,"660895,34","6864995,05","661092,64","6865018,94",164800.0,164783.0,163800.0,163842.0,168704.0,164121.0
A0003,"661092,64","6865018,94","661319,11","6866075,76",118500.0,118500.0,118500.0,118494.0,99200.0,99200.0
A0003,"661319,11","6866075,76","661360,23","6867616,75",118500.0,118500.0,118500.0,118494.0,99200.0,99200.0
A0003,"661360,23","6867616,75","661985,77","6870284,85",83900.0,83934.0,159900.0,159866.0,159000.0,159000.0
A0003,"661985,77","6870284,85","661515,56","6872453,47",156400.0,156400.0,156400.0,156400.0,156400.0,156400.0
A0003,"661515,56","6872453,47","661440,9","6873410,96",154900.0,154900.0,154900.0,154906.0,117600.0,117600.0
A0003,"661440,9","6873410,96","661891,48","6874348,86",154900.0,154900.0,154900.0,154906.0,117600.0,117600.0
A0003,"661891,48","6874348,86","662053,66","6874504,93",154900.0,154900.0,154900.0,154906.0,117600.0,117600.0
A0003,"662053,66","6874504,93","662060,05","6874511,28",,,,,,
A0003,"662060,05","6874511,28","662545,51","6874995,44",,,,,,
A0003,"662545,51","6874995,44","663260,75","6875697,7",105900.0,136100.0,136100.0,136100.0,136097.0,112800.0
A0003,"663260,75","6875697,7","664307,23","6876895,05",,,,,,
A0004,"655327,41","6858648,39","655799,68","6858131,28",205500.0,205500.0,205500.0,205500.0,205503.0,197473.0
A0004,"655799,68","6858131,28","655824,42","6858113,78",225300.0,225300.0,225300.0,225300.0,225350.0,212047.0
A0004,"655824,42","6858113,78","657278,29","6857640,26",225300.0,225300.0,225300.0,225300.0,225350.0,212047.0
A0004,"657278,29","6857640,26","658000,74","6857607,6",228200.0,228200.0,228200.0,228200.0,228242.0,139982.0
A0004,"658000,74","6857607,6","658703,16","6857628,16",228200.0,228200.0,228200.0,228200.0,228242.0,139982.0
A0004,"658703,16","6857628,16","658751,6","6857626,94",217067.0,215775.0,220207.0,219954.0,224636.0,258600.0
A0004,"658751,6","6857626,94","660236,27","6857816,55",217067.0,215775.0,220207.0,219954.0,224636.0,258600.0
A0004,"660236,27","6857816,55","660617,41","6858423,01",217067.0,215775.0,220207.0,219954.0,224636.0,258600.0
A0004,"660617,41","6858423,01","660669,66","6858502,7",217067.0,215775.0,220207.0,219954.0,224636.0,258600.0
A0004,"660669,66","6858502,7","661107,15","6858733,28",187161.0,158936.0,155702.0,154154.0,154360.0,241000.0
A0004,"661107,15","6858733,28","662749,9","6859032,05",187161.0,158936.0,155702.0,154154.0,154360.0,241000.0
A0004,"662749,9","6859032,05","663616,94","6858759,71",178700.0,178718.0,178800.0,178800.0,178800.0,178800.0
A0004,"663616,94","6858759,71","663901,64","6858687,39",178700.0,178718.0,178800.0,178800.0,178800.0,178800.0
A0004,"663901,64","6858687,39","666576,56","6859714,91",152200.0,152200.0,152200.0,152200.0,152164.0,0.0
A0004,"666576,56","6859714,91","666813,7","6859697,02",152200.0,152200.0,152200.0,152200.0,152164.0,0.0
A0004,"666813,7","6859697,02","667951,08","6859600,37",,,,,,
A0004,"667951,08","6859600,37",669403,"6859476,1",173418.0,,,,,160400.0
A0004,669403,"6859476,1","669668,52","6859438,86",166269.0,165842.0,,160253.0,162903.0,135700.0
A0004,"669668,52","6859438,86","672065,63","6858926,98",166269.0,165842.0,,160253.0,162903.0,135700.0
A0004,"672065,63","6858926,98","672771,12","6858967,18",167552.0,161845.0,,158960.0,,122100.0
A0004,"672771,12","6858967,18","673337,02","6859034,41",167552.0,161845.0,,158960.0,,122100.0
A0004,"673337,02","6859034,41","674037,45","6859117,65",167552.0,161845.0,,158960.0,,122100.0
A0004,"674037,45","6859117,65","675452,16","6859181,78",,,,,,
A0004,"675452,16","6859181,78","678514,51","6858896,18",121698.0,118658.0,,114271.0,115119.0,110200.0
A0004,"678514,51","6858896,18","685060,31","6859292,91",106396.0,102151.0,,98933.0,99700.0,95400.0
A0004,"685060,31","6859292,91","687571,3","6860695,43",,,,,,
A0004,"687571,3","6860695,43","688623,29","6862326,08",37010.0,36543.0,35673.0,35363.0,36198.0,35812.0
A0004,"688623,29","6862326,08","690547,69","6863835,34",59170.0,57489.0,,55385.0,56711.0,53300.0
A0004,"690547,69","6863835,34","692418,63","6865178,22",,,,,,
A0004,"692418,63","6865178,22","703146,67","6872414,14",28398.0,27806.0,27000.0,26736.0,27198.0,26552.0
A0004,"703146,67","6872414,14","711022,39","6879183,13",22108.0,21751.0,21158.0,21026.0,21446.0,21034.0
A0004,"711022,39","6879183,13","712935,31","6881400,97",20287.0,20008.0,19443.0,19349.0,19807.0,19791.0
A0004,"712935,31","6881400,97","729329,88","6886806,08",20287.0,20008.0,19443.0,19349.0,19807.0,19791.0
A0004,"729329,88","6886806,08","742808,3","6892226,73",20077.0,19764.0,19160.0,19009.0,19420.0,19936.0
A0004,"742808,3","6892226,73","750798,74","6894780,16",20077.0,19764.0,19160.0,19009.0,19420.0,19936.0
A0004,"750798,74","6894780,16","752437,5","6895454,01",20077.0,19764.0,19160.0,19009.0,19420.0,19936.0
A0004,"752437,5","6895454,01","754533,15","6897821,37",21058.0,20724.0,20150.0,20025.0,20443.0,19460.0
A0004,"754533,15","6897821,37","769245,07","6905740,74",21058.0,20724.0,20150.0,20025.0,20443.0,19460.0
A0004,"769245,07","6905740,74","770221,05","6905303,31",10967.0,10821.0,10569.0,10501.0,10518.0,18406.0
A0004,"770221,05","6905303,31","772511,72","6901922,61",24839.0,24184.0,23431.0,22477.0,22785.0,20743.0
A0004,"772511,72","6901922,61","773617,57","6901284,74",24839.0,24184.0,23431.0,22477.0,22785.0,20743.0
A0004,"773617,57","6901284,74","775983,93","6901639,58",23412.0,22753.0,22080.0,21230.0,21675.0,19486.0
A0004,"775983,93","6901639,58","779551,64","6901049,71",23412.0,22753.0,22080.0,21230.0,21675.0,19486.0
A0004,"779551,64","6901049,71","794058,36","6884715,01",33610.0,32888.0,31880.0,31331.0,31712.0,31440.0
A0004,"794058,36","6884715,01","796703,98","6883347,36",22953.0,22628.0,21746.0,21466.0,21912.0,21497.0
A0004,"796703,98","6883347,36","805318,36","6882588,9",15298.0,15063.0,14495.0,14287.0,14578.0,14579.0
A0004,"805318,36","6882588,9","836733,93","6887522,39",14951.0,14732.0,14199.0,13988.0,14311.0,14360.0
A0004,"836733,93","6887522,39","845904,96","6889832,49",15258.0,15010.0,14463.0,14278.0,14611.0,14625.0
A0004,"845904,96","6889832,49","853674,43","6890010,37",15258.0,15010.0,14463.0,14278.0,14611.0,14625.0
A0004,"853674,43","6890010,37","866344,3","6890899,84",15252.0,14992.0,14450.0,14237.0,14583.0,14600.0
A0004,"866344,3","6890899,84","876224,27","6892659,83",14478.0,14223.0,13707.0,13475.0,13781.0,13786.0
A0004,"876224,27","6892659,83","891138,71","6895050,96",15903.0,15606.0,15046.0,14775.0,15098.0,15093.0
A0004,"891138,71","6895050,96","900304,27","6899498,07",15390.0,15109.0,14567.0,14301.0,14624.0,14651.0
A0004,"900304,27","6899498,07","911224,18","6903727,16",15390.0,15109.0,14567.0,14301.0,14624.0,14651.0
A0004,"911224,18","6903727,16","917316,77","6903909,26",16256.0,15910.0,15370.0,15048.0,15299.0,15339.0
A0004,"917316,77","6903909,26","917782,83","6903639,5",16256.0,15910.0,15370.0,15048.0,15299.0,15339.0
A0004,"917782,83","6903639,5","928033,5",6905341,22188.0,21643.0,20778.0,20127.0,20307.0,20189.0
A0004,"928033,5",6905341,"928924,84","6904671,4",31964.0,31057.0,,,,34000.0
A0004,"928924,84","6904671,4","931371,99","6904792,42",,,,,,
A0004,"931371,99","6904792,42","933817,51","6904489,06",54973.0,54843.0,55465.0,,,
A0004,"933817,51","6904489,06","936825,2","6898334,49",47184.0,45987.0,45110.0,,,40300.0
A0004,"936825,2","6898334,49","938589,52","6896894,21",,,,,,
A0004,"938589,52","6896894,21","952717,84","6898963,32",34710.0,34075.0,33166.0,32384.0,33823.0,33158.0
A0004,"952717,84","6898963,32","970951,11","6899282,14",29529.0,28953.0,28339.0,27931.0,29058.0,28720.0
A0004,"970951,11","6899282,14","977794,67","6899992,14",38071.0,37178.0,36075.0,35655.0,37155.0,36701.0
A0004,"977794,67","6899992,14","981485,29","6896651,15",20406.0,20345.0,20006.0,19830.0,20621.0,20461.0
A0004,"981485,29","6896651,15","986343,06","6892585,4",18029.0,18019.0,17743.0,17528.0,18265.0,18164.0
A0004,"986343,06","6892585,4",994167,"6889979,29",16555.0,16539.0,16299.0,16109.0,16823.0,16704.0
A0004,994167,"6889979,29","996842,41","6889455,24",19229.0,19096.0,18934.0,18767.0,19265.0,19102.0
A0004,"996842,41","6889455,24","1001898,89","6876294,64",19229.0,19096.0,18934.0,18767.0,19265.0,19102.0
A0004,"1001898,89","6876294,64",1003853,"6867371,39",20234.0,20217.0,20014.0,19814.0,20282.0,20110.0
A0004,1003853,"6867371,39","1011628,84","6861189,27",20234.0,20217.0,20014.0,19814.0,20282.0,20110.0
A0004,"1011628,84","6861189,27","1016315,3","6860893,05",29623.0,29402.0,29021.0,28959.0,29484.0,28987.0
A0004,"1016315,3","6860893,05","1021881,23","6861062,11",29623.0,29402.0,29021.0,28959.0,29484.0,28987.0
A0004,"1021881,23","6861062,11","1037980,18","6862002,82",26053.0,25894.0,25751.0,25734.0,26351.0,25787.0
A0004,"1037980,18","6862002,82","1044190,47","6860022,04",29885.0,29632.0,29456.0,29286.0,29649.0,28803.0
A0004,"1044190,47","6860022,04","1046440,95","6855266,43",65930.0,65003.0,65080.0,59263.0,,61600.0
A0004,"1046440,95","6855266,43","1048610,95","6849594,05",,,,,,
A0004,"1048610,95","6849594,05","1048569,31","6849374,82",107077.0,105594.0,105151.0,106794.0,107343.0,107196.0
A0004,"1048569,31","6849374,82","1048447,26","6848755,84",107077.0,105594.0,105151.0,106794.0,107343.0,107196.0
A0004,"1048447,26","6848755,84","1048415,5","6848613,59",107077.0,105594.0,105151.0,106794.0,107343.0,107196.0
A0004,"1048415,5","6848613,59","1047895,66","6847392,25",107077.0,105594.0,105151.0,106794.0,107343.0,107196.0
A0004,"1047895,66","6847392,25","1048123,04","6846217,79",101370.0,100207.0,0.0,0.0,0.0,0.0
A0004,"1048123,04","6846217,79","1048154,72","6845900,31",97024.0,96036.0,95586.0,97287.0,97750.0,97590.0
A0004,"1048154,72","6845900,31","1048173,52","6845660,94",97024.0,96036.0,95586.0,97287.0,97750.0,97590.0
A0004,"1048173,52","6845660,94","1048193,09","6845413,36",97024.0,96036.0,95586.0,97287.0,97750.0,97590.0
A0004,"1048193,09","6845413,36","1048212,73","6845202,5",0.0,0.0,111046.0,112661.0,116241.0,117539.0
A0004,"1048212,73","6845202,5","1048264,15","6844801,25",0.0,0.0,111046.0,112661.0,116241.0,117539.0
A0004,"1048264,15","6844801,25","1048338,68","6844409,48",0.0,0.0,111046.0,112661.0,116241.0,117539.0
A0004,"1048338,68","6844409,48","1048920,06","6843837,87",123047.0,121661.0,0.0,0.0,0.0,0.0
A0004,"1048920,06","6843837,87","1049024,84","6843772,13",123047.0,121661.0,0.0,0.0,0.0,0.0
A0005,"673133,23","6832763,43","673432,42","6832681,93",20703.0,20203.0,19788.0,19331.0,19524.0,19355.0
A0005,"673432,42","6832681,93","679699,01","6831771,21",20703.0,20203.0,19788.0,19331.0,19524.0,19355.0
A0005,"679699,01","6831771,21","684793,46","6826675,34",22110.0,21501.0,21123.0,20692.0,20894.0,20756.0
A0005,"684793,46","6826675,34","695747,22","6813138,46",20882.0,20333.0,20027.0,19557.0,19770.0,19668.0
A0005,"695747,22","6813138,46","701531,31","6808479,61",18389.0,17916.0,17655.0,17222.0,17511.0,17443.0
A0005,"701531,31","6808479,61","709825,97","6807720,86",15734.0,15350.0,15116.0,14778.0,15034.0,15043.0
A0005,"709825,97","6807720,86","710816,35","6807310,14",15734.0,15350.0,15116.0,14778.0,15034.0,15043.0
A0005,"710816,35","6807310,14","710851,89","6807293,25",15734.0,15350.0,15116.0,14778.0,15034.0,15043.0
A0005,"710851,89","6807293,25","721730,1","6796578,69",15734.0,15350.0,15116.0,14778.0,15034.0,15043.0
A0005,"721730,1","6796578,69","744445,61","6793545,75",13223.0,12979.0,12770.0,12640.0,12895.0,12830.0
A0005,"744445,61","6793545,75","744803,97","6793595,49",12792.0,12552.0,12338.0,12217.0,12462.0,12386.0
A0005,"744803,97","6793595,49","770167,94","6797223,78",12792.0,12552.0,12338.0,12217.0,12462.0,12386.0
A0005,"770167,94","6797223,78","783828,25","6791796,41",8737.0,8663.0,8604.0,8576.0,8785.0,8739.0
A0005,"783828,25","6791796,41","787625,25","6792747,94",10340.0,10197.0,10181.0,10103.0,10368.0,10387.0
A0005,"787625,25","6792747,94","807249,41","6787214,1",18215.0,17783.0,17642.0,17330.0,17682.0,17733.0
A0005,"807249,41","6787214,1","828758,21","6781139,67",17741.0,17295.0,17152.0,16820.0,17162.0,17252.0
A0005,"828758,21","6781139,67","829678,25","6780864,18",17741.0,17295.0,17152.0,16820.0,17162.0,17252.0
A0005,"829678,25","6780864,18","829809,04","6780839,99",17741.0,17295.0,17152.0,16820.0,17162.0,17252.0
A0005,"829809,04","6780839,99","830332,22","6780828,17",17741.0,17295.0,17152.0,16820.0,17162.0,17252.0
A0005,"830332,22","6780828,17","832753,11","6780592,05",17741.0,17295.0,17152.0,16820.0,17162.0,17252.0
A0005,"832753,11","6780592,05","833511,52","6780020,02",17878.0,17391.0,17258.0,16937.0,17283.0,17403.0
A0005,"833511,52","6780020,02","853589,98","6773033,12",17878.0,17391.0,17258.0,16937.0,17283.0,17403.0
A0005,"853589,98","6773033,12","866053,82","6758632,41",19931.0,19375.0,19171.0,18794.0,19180.0,19263.0
A0005A,"665760,68","6837382,35","665798,84","6836906,33",66642.0,66647.0,67869.0,62780.0,60638.0,61723.0
A0005A,"665798,84","6836906,33","665993,58","6836378,68",66642.0,66647.0,67869.0,62780.0,60638.0,61723.0
A0005A,"665993,58","6836378,68","667163,44","6835414,5",66642.0,66647.0,67869.0,62780.0,60638.0,61723.0
A0005A,"667163,44","6835414,5","669097,78","6834256,51",54614.0,54614.0,53599.0,52868.0,51576.0,50317.0
A0005A,"669097,78","6834256,51","673133,23","6832763,43",43048.0,41751.0,38032.0,36827.0,35542.0,33770.0
A0006,"650377,75","6849789,2","649693,33","6848419,88",72697.0,73287.0,74900.0,74905.0,76799.0,74394.0
A0006,"649693,33","6848419,88","649017,83","6845772,72",128470.0,129584.0,130005.0,129234.0,133450.0,133175.0
A0006,"649017,83","6845772,72","648941,14","6845469,25",,,,,,
A0006,"648941,14","6845469,25","649335,01","6844608,65",153600.0,172508.0,156400.0,156400.0,156399.0,155156.0
A0006,"649335,01","6844608,65","651271,75","6842102,57",159764.0,167936.0,163494.0,166122.0,169441.0,166238.0
A0006,"651271,75","6842102,57","653835,97","6840122,15",159674.0,167744.0,165376.0,162543.0,164363.0,161690.0
A0006,"653835,97","6840122,15","654595,57","6839115,02",138878.0,133764.0,130000.0,130031.0,134548.0,136627.0
A0006,"654595,57","6839115,02","655939,7","6837342,74",116800.0,116800.0,116760.0,112300.0,112287.0,110066.0
A0006,"655939,7","6837342,74","656303,45","6836997,6",103044.0,94124.0,93271.0,105048.0,106915.0,108564.0
A0006,"656303,45","6836997,6","657205,8","6836141,49",103044.0,94124.0,93271.0,105048.0,106915.0,108564.0
A0006,"657205,8","6836141,49","658102,38","6834785,86",94710.0,93867.0,91582.0,95094.0,120665.0,129400.0
A0006,"658102,38","6834785,86","658213,98","6834521,95",94710.0,93867.0,91582.0,95094.0,120665.0,129400.0
A0006,"658213,98","6834521,95","658632,62","6833533,79",92535.0,94576.0,95242.0,124100.0,124053.0,102500.0
A0006,"658632,62","6833533,79","660781,96","6830320,98",122900.0,122900.0,122900.0,122900.0,122900.0,122900.0
A0006,"660781,96","6830320,98","661754,81","6829211,15",115100.0,115100.0,115100.0,115100.0,115100.0,115100.0
A0006,"661754,81","6829211,15","662330,04","6828737,33",83001.0,83364.0,81607.0,86507.0,89522.0,88339.0
A0006,"662330,04","6828737,33","663226,67","6825411,82",74200.0,74200.0,74200.0,74200.0,74200.0,74200.0
A0006,"663226,67","6825411,82","663227,05","6825409,84",74200.0,74200.0,74200.0,74200.0,74200.0,74200.0
A0006,"663227,05","6825409,84","664266,34","6819482,33",,,,,,
A0006,"664266,34","6819482,33","664557,43","6817510,2",49905.0,49619.0,48200.0,48062.0,51239.0,51204.0
A0006,"664557,43","6817510,2","669833,6","6804307,06",43363.0,43079.0,42850.0,44034.0,45656.0,45626.0
A0006,"669833,6","6804307,06","676412,21","6798947,02",40697.0,40574.0,40373.0,41362.0,42863.0,42932.0
A0006,"676412,21","6798947,02","678773,89","6796929,75",45181.0,44980.0,44603.0,45651.0,47200.0,47122.0
A0006,"678773,89","6796929,75","683383,07","6790593,39",41827.0,41775.0,41435.0,42268.0,43752.0,43714.0
A0006,"683383,07","6790593,39","691541,88","6784209,91",25293.0,25343.0,25173.0,25775.0,26880.0,27180.0
A0006,"691541,88","6784209,91","703630,24","6775827,96",25293.0,25343.0,25173.0,25775.0,26880.0,27180.0
A0006,"703630,24","6775827,96","706565,1","6773464,26",25293.0,25343.0,25173.0,25775.0,26880.0,27180.0
A0006,"706565,1","6773464,26","707363,82","6772716,85",25293.0,25343.0,25173.0,25775.0,26880.0,27180.0
A0006,"707363,82","6772716,85","718213,54","6759824,38",34166.0,33807.0,33464.0,33704.0,34894.0,35001.0
A0006,"718213,54","6759824,38","738690,02","6751727,17",32486.0,32104.0,31795.0,31987.0,33055.0,33279.0
A0006,"738690,02","6751727,17","741005,62","6750691,48",32486.0,32104.0,31795.0,31987.0,33055.0,33279.0
A0006,"741005,62","6750691,48","748639,31","6744536,81",30286.0,29985.0,29644.0,29800.0,30769.0,31010.0
A0006,"748639,31","6744536,81","766326,32","6729218,77",31563.0,31195.0,30804.0,30945.0,31959.0,32248.0
A0006,"766326,32","6729218,77",774815,"6713061,64",31785.0,31353.0,30929.0,31029.0,32035.0,32333.0
A0006,774815,"6713061,64","784048,85","6711347,62",31104.0,30697.0,30301.0,30329.0,31361.0,31753.0
A0006,"784048,85","6711347,62","798505,99","6704688,19",31104.0,30697.0,30301.0,30329.0,31361.0,31753.0
A0006,"798505,99","6704688,19","817710,83","6684657,73",31847.0,31382.0,30963.0,31001.0,32038.0,32428.0
A0006,"817710,83","6684657,73","840560,33","6661604,9",27517.0,27271.0,27149.0,27141.0,27996.0,28254.0
A0006,"840560,33","6661604,9","841964,06","6659249,56",31347.0,30992.0,30772.0,30634.0,31466.0,31577.0
A0006,"841964,06","6659249,56","841931,73","6659154,04",66263.0,65039.0,63965.0,63666.0,65362.0,64482.0
A0006,"841931,73","6659154,04","841835,14","6658867,34",66263.0,65039.0,63965.0,63666.0,65362.0,64482.0
A0006,"841835,14","6658867,34","841509,12","6657893,49",66263.0,65039.0,63965.0,63666.0,65362.0,64482.0
A0006,"841509,12","6657893,49","841296,03","6657261,91",66263.0,65039.0,63965.0,63666.0,65362.0,64482.0
A0006,"841296,03","6657261,91","838773,19","6650263,84",60745.0,59652.0,58640.0,58324.0,59932.0,59197.0
A0006,"838773,19","6650263,84","839206,2","6635427,66",60745.0,59652.0,58640.0,58324.0,59932.0,59197.0
A0006,"839206,2","6635427,66","839818,76","6629511,23",59626.0,58610.0,57792.0,57649.0,58995.0,58233.0
A0006,"839818,76","6629511,23","845450,78","6610714,48",54789.0,53880.0,53082.0,52729.0,53930.0,53770.0
A0006,"845450,78","6610714,48","841156,76","6587108,31",54160.0,53179.0,52380.0,52056.0,53275.0,53196.0
A0006,"841156,76","6587108,31","841156,7","6587108,23",54160.0,53179.0,52380.0,52056.0,53275.0,53196.0
A0006,"841156,7","6587108,23","841050,97","6586962,34",55493.0,54609.0,54049.0,53787.0,55447.0,56845.0
